Ea_gen_code,Name,Type,Primary_fuel,Secondary_fuel,Prime_mover_1,Prime_mover_2,Cogeneration,Capacity_MW,Capacity_change_MW,Largest_unit_MW,Primary_efficiency,Generating_units_number,Generating_units_notes,Year,Status,Cooling_type,Cooling_source,Group_name,Group_order,Owner_1,Owner_2,Operator,Connection_type,Avg_Ann_Gen_GWh,Hydro_max_storage_m3,Basin,Regional_auth,Region_name,Island_name,Node_name,GIP substation,Lifetime,Lifetime_notes,Comments,Data_source,lat,long
,South Pacific Cellars,Thermal,Diesel,,,,BU,0.2,,0.2,0,1,1 x 0.2 MW (inferred as largest unit = cap.),,,,,,,South Pacific Cellars,,Trustpower,Embedded,0,,,,NEL - Nelson/Marlbourough,SI ,BLN0331,BLN,,,Location estimated (Kaihurangi estate),EA exisiting generating plants (2015),-41.29173795,173.2441962
,Southbridge Wind,Wind,Wind,,,,,0.1,,0.1,,1,1 x 0.1 MW,2005,Operational,,,,,Energy3,,Meridian Energy,Embedded,0.4,,,,CAN - Canterbury,SI ,SPN0331,SPN,,,,EA exisiting generating plants (2015),-43.87259,172.27696
southdown,Southdown,Thermal,Natural gas,,,,N,175,,45,8250,4,"3 x 45 MW , 1 x 35 MW (although total is reported as 175MW)",2015,Decomissioned,,,,,Mighty River Power,,Mighty River Power,Grid,,,,,AKL - Auckland,NI ,SWN2201,SWN,,,The 35MW gas turbine was mothballed end of 2013. MRP have announced that the remaining units will be decommissioned at the end of 2015.,EA exisiting generating plants (2015),,
southdown,Southdown,Thermal,Natural gas,,,,N,175,,45,8250,4,"3 x 45 MW , 1 x 35 MW (although total is reported as 175MW)",1996,Installed,,,,,Mercury,,Mercury,Gid,400,,,,AKL - Auckland,NI ,SWN2201,SWN,,,The 35MW gas turbine was mothballed end of 2013. MRP have announced that the remaining units will be decommissioned at the end of 2015.,EA exisiting generating plants (2015),,
,Southern Landfill,Thermal,Biogas,,,,N,1.1,,1.1,0,1,1 x 1.1 MW (inferred as largest unit = cap.),,,,,,,Todd Energy,,Todd Energy,Embedded,6,,,,WEL - Wellington,NI ,CPK0331,CPK,,,GWh estimated based on capacity factors for other landfill based generation,EA exisiting generating plants (2015),-41.32366461,174.7454626
,"St Albans, Christchurch",Thermal,Unknown,,,,N,0.2,,0.2,0,1,1 x 0.2 MW (inferred as largest unit = cap.),,,,,,,Christchurch City Council,,Meridian Energy,Embedded,0,,,,CAN - Canterbury,SI ,PAP0661,PAP,,,"GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated (St Albans, Chch)",EA exisiting generating plants (2015),-43.5025533,172.6333535
stratford,Stratford,Thermal,Natural gas,,open cycle gas turbine (OCGT),,N,210,,100,,,,2010,Operational,,,,,Contact,,Contact,Grid,350,,,,TRN - Taranaki,NI ,SFD2201,SFD,2052,,The two units are high efficiency LMS-100 gas turbine generators. Have assumed 20% utilisation to estimate GWh,MBIE thermal stack update (2020); EA exisiting generating plants (2015),-39.3306,174.31973
,Talla Burn,Hydroelectric,Water,,hydrokinetic turbine,,N,2.15,,2.15,,1,1 x 2.15 MW,2010,,,,,,Talla Burn Generation,,Talla Burn Generation,Embedded,10,,,,OTG - Otago/Southland,SI,CYD0331,CYD,,,The station is about 30 minutes drive from Roxburgh and operates with a 252-metre gross head and a 1.1 cubic metres per second flow. ,EA exisiting generating plants (2015),-45.75607,169.51318
stratford,Taranaki Combined Cycle,Thermal,Natural gas,,combined cycle gas turbine (CCGT),,,367,,,7600,,,1998,Installed,,,,,Contact,,Contact,Grid,2200,,,,TRN - Taranaki,NI ,SFD2201,SFD,2048,,"Taranaki Combined Cycle was the first large-scale combined cycle gas turbine station to be built in New Zealand. Construction began in July 1996, with the plant completed in July 1998. The 367 megawatt station uses approximately 1.4 million cubic metres of natural gas per day in generation, and has an efficiency of around 55.5%. Capacity at the plant was increased from 367 to 385 MW during refurbishment in 2008.",MBIE thermal stack update (2020); EA exisiting generating plants (2015),,
stratford,Taranaki Combined Cycle,Thermal,Natural gas,,combined cycle gas turbine (CCGT),,,18,,,7600,,,2008,Installed,,,,,Contact,,Contact,Grid,2200,,,,TRN - Taranaki,NI ,SFD2201,SFD,2058,,"Taranaki Combined Cycle was the first large-scale combined cycle gas turbine station to be built in New Zealand. Construction began in July 1996, with the plant completed in July 1998. The 367 megawatt station uses approximately 1.4 million cubic metres of natural gas per day in generation, and has an efficiency of around 55.5%. Capacity at the plant was increased from 367 to 385 MW during refurbishment in 2008.",MBIE thermal stack update (2020); EA exisiting generating plants (2015),,
stratford,Taranaki Combined Cycle,Thermal,Natural gas,,combined cycle gas turbine (CCGT),,N,377,,,7600,,,1998,Operational,Mechanical draft cooling tower,Patea river,,,Contact,,Contact,Grid,2200,,,,TRN - Taranaki,NI ,SFD2201,SFD,2048,,"Taranaki Combined Cycle was the first large-scale combined cycle gas turbine station to be built in New Zealand. Construction began in July 1996, with the plant completed in July 1998. The 367 megawatt station uses approximately 1.4 million cubic metres of natural gas per day in generation, and has an efficiency of around 55.5%. Capacity at the plant was increased from 367 to 385 MW during refurbishment in 2008.",MBIE thermal stack update (2020); EA exisiting generating plants (2015),-39.3323,174.30732
twf_12,Tararua Stage 1,Wind,Wind,,,,,31.7,,0.66,,48,48 x 0.66 MW,1999,Operational,,,,,Mercury,,Mercury,Embedded,128,,,,CEN - Central,NI ,LTN0331,LTN,,,,EA exisiting generating plants (2015),-40.3574,175.7498
twf_12,Tararua Stage 2,Wind,Wind,,,,,36.3,,0.66,,55,55 x 0.66 MW,2004,Operational,,,,,Mercury,,Mercury,Embedded,147,,,,CEN - Central,NI ,BPE0331,BPE,,,,EA exisiting generating plants (2015),-40.3574,175.7498
twf_3,Tararua Stage 3,Wind,Wind,,,,N,93,,3,,31,31 x 3 MW,2007,Operational,,,,,Mercury,,Mercury,Grid,375,,,,CEN - Central,NI ,TWC2201,TWC,,,"Tararua 3 consists of 31 3MW turbines totalling 93 MW. Assuming a similar plant factor as the existing plant gives an approximate yield of 375 Gwh per annum.

Construction of Tararua 3 is expected to be completed by July 2007",EA exisiting generating plants (2015),-40.3574,175.7498
kawerau_new,Te Ahi O Maui,Geothermal,Geothermal binary,,binary,,N,25,,25,,1,1 x 25 MW (inferred from largest unit),2018,Operational,Air,,,,Eastland Group,Kawerau A8D Ahuwhenua Trust,Eastland Group,,,,Kawerau,,BOP - Bay of Plenty,NI,KAW1101,KAW,2068,yr built+50,Located on the Kawerau geothermal reservoir in the eastern Bay of Plenty,NZ Geothermal Association (2019),-38.06299424,176.7023265
te_apiti,Te Apiti,Wind,Wind,,,,N,90.75,,1.65,,55,55 x 1.65 MW,2004,Operational,,,,,Meridian Energy,,Meridian Energy,Grid,258,,,,CEN - Central,NI ,WDV1101,WDV,,,,EA exisiting generating plants (2015),-40.29106,175.82577
te_awamutu,Te Awamutu - Anchor Products,Thermal,Natural gas,,,,Y,54,,54,13800,,,2007,Decomissioned,,,,,Genesis Energy,,Genesis Energy,Grid,,,,,WTO - Waikato,NI ,TMU1101,TMU,,,"The generation plant was decommissioned in November 2007. The plant was based on a 54MW Pratt and Whitney aero-derivative Twinpak gas turbine exhausting into a heat recovery boiler to raise steam for process use. In normal operation only one of the two gas turbines of the Twinpak was in service, with the other available for backup in the case of an outage of the operating unit, or for operation as a peaking unit.",EA exisiting generating plants (2015),,
te_awamutu,Te Awamutu - Anchor Products,Thermal,Natural gas,,,,Y,54,,54,13800,1,1 x 54 MW  (inferred as largest unit = cap.),1995,Installed,,,,,Genesis Energy,,Genesis Energy,Grid,,,,,WTO - Waikato,NI ,TMU1101,TMU,,,"The generation plant was decommissioned in November 2007. The plant was based on a 54MW Pratt and Whitney aero-derivative Twinpak gas turbine exhausting into a heat recovery boiler to raise steam for process use. In normal operation only one of the two gas turbines of the Twinpak was in service, with the other available for backup in the case of an outage of the operating unit, or for operation as a peaking unit.",EA exisiting generating plants (2015),,
tehuka,Te Huka,Geothermal,Geothermal binary,,binary,,N,24,,24,,1,1 x 24 MW (inferred from largest unit),2010,Operational,Air,,,,Contact Energy,,Contact,Embedded,190,,Wairakei-Tauhara,,WTO - Waikato,NI,WRK0331,WRK,2060,yr built+50,A.K.A. Tauhara 1 and Centennial Drive,NZ Geothermal Association (2019),-38.66706057,176.1166317
te_Mihi,Te Mihi,Geothermal,Geothermal double flash,,condensed steam turbine (CST),,N,166,,83,,2,2 x 83 MW,2014,Operational,Mechanical draft cooling tower,,,,Contact Energy,,Contact,Grid,1372,,Wairakei-Tauhara,,WTO - Waikato,NI,THI2201,THI,2064,yr built+50,"In April 2014 TeMihi was still undergoing commissioing testing. The full plant was expecting to be running by July 2014, although some issues were struck with the hot well pumps vibrating when in use that may limit capacity until the problem can be remedied. Two 83 MW steam turbine generators using dual-flash steam separation","NZ Geothermal Association (2019), https://www.power-technology.com/projects/te-mihi-station/ for gen. units and cap. (2014)",-38.61901067,176.0469771
te_rapa,Te Rapa,Thermal,Natural gas,,open cycle gas turbine (OCGT),,Y,44,,44,12600,1,1 x 44MW  (inferred as largest unit = cap.),1999,Operational,,,,,Contact,,Contact,Partially embedded,200,,,,WTO - Waikato,NI ,TRC0331,TRC,2041,,"The Te Rapa power station was commissioned in 1999 and is a cogeneration facility providing high quality steam and electricity to Fonterra's Te Rapa factory, one of the world's largest milk powder drying plants. Surplus electricity is directed back to the local area.",MBIE thermal stack update (2020); EA exisiting generating plants (2015),-37.72731,175.21443
te_rere_hau,Te Rere Hau,Wind,Wind,,,,N,48.5,,0.5,,97,97 x 0.5 MW,2011,Operational,,,,,New Zealand Wind Farms,,New Zealand Wind Farms,Partially Embedded,160,,,,CEN - Central,NI ,TWC2201,TWC,,,"The windfarm was built in separate stages between 2006 and 2011. While all 5 stages are technically embedded behind Tararua C, their output is mainly injected onto the grid. Stage 1 (5 turbines) was completed in September 2006 and was initially embedded fully in the local lines network. Stage 2 (28 turbines) was completed in April 2009, at which point a notionally-embedded connection to the grid was installed. Stage 3 (32 turbines) was completed in November 2009. Stages 4 and 5 (32 turbines) were completed in July 2011. ",EA exisiting generating plants (2015),-40.38742,175.7318
te_uku,Te Uku,Wind,Wind,,,,N,64.4,,2.3,,28,28 x 2.3 MW,2011,Operational,,,,,WEL Networks,Meridian Energy,Meridian Energy,Embedded,225,,,,WTO - Waikato,NI ,TWH0331,TWH,,,Joint partnership between WEL and Meridian,EA exisiting generating plants (2015),-37.8725,174.9622
tekapo_a,Tekapo A,Hydroelectric,Water,,hydrokinetic turbine,,N,30,,30,0.232,1,1 x 30 MW,1951,Operational,,,Waitaki Hydro Scheme,1,Genesis,,Genesis,Grid,160,0,Waitaki,ECan,SCN - South Canterbury,SI,TKA0111,TKA,2025,consent expiry,The Tekapo A station flows are supplied by a 1.6 km tunnel from the Lake Tekapo intake. The flow of water is controlled by a dam at Tekapo that can store flood waters or spill excess capacity into the Tekapo River. Water that passes through Tekapo A continues down a canal to the Tekapo B station situated on Lake Pukaki. Water spilled into the Tekapo River can be diverted into the Tekapo canal and onto Tekapo B or allowed to flow down the river to Lake Benmore.,MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-44.0138,170.4605
tekapo_b,Tekapo B,Hydroelectric,Water,,hydrokinetic turbine,,N,160,,80,1.282,2,2 x 80 MW,1977,Operational,,,Waitaki Hydro Scheme,2,Genesis,,Genesis,Grid,800,0,Waitaki,ECan,SCN - South Canterbury,SI,TKB2201,TKB,2025,consent expiry,"Located at end of a 26.5 kilometre-long canal which takes water from Tekapo A; average canal depth, 5.3 metres. There is a 147 metre height difference between the canal and Lake Pukaki. Constructed in 1977 on dry land but was surrounded by water when Lake Pukaki was raised to a new range of operating levels following the completion of the Pukaki high dam. Substructure is 32 metres high on top of which is the (visible) station superstructure.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-44.12384,170.21216
,Templeton,Thermal,Unknown,,,,N,0.1,,0.1,0,1,1 x 0.1 MW (inferred as largest unit = cap.),,,,,,,Department of Corrections,,Meridian Energy,Embedded,0,,,,CAN - Canterbury,SI ,ISL0331,ISL,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated (Chch Men's prison),EA exisiting generating plants (2015),-43.52318738,172.4676649
teviot,Teviot,Hydroelectric,Water,,hydrokinetic turbine,,N,10.5,,6.8,,4,1 x 6.8 MW; 1 x 1.125 MW; 1 x 1.6 MW; 1 x 1 MW,1983,Operational,,,Teviot Hydro Scheme,,Pioneer Generation,,Trustpower,Partially embedded,55,0,Teviot,,OTG - Otago/Southland,SI,CYD0331,CYD,,,"Teviot 55 GWh from Pioneer Generation fact sheet published on Central Lakes Trust website based on Teviot total scheme 78 Gwh, with 55 GWh under Teviot and the remaining 23 GWh under Horseshoe Bend based on MW capacity. Capacity:  Ellis 6.8MW, Teviot Bridge 1.125MW, George Station 1 MW, Michelle Station 1.6MW",EA exisiting generating plants (2015),-45.53802066,169.3228036
,Tirohia Landfill,Thermal,Biogas,,,,N,1,,1,0,1,1 x 1 MW,2008,,,,,,H.G. Leach & Co.,,Mighty River Power,Embedded,7.5,,,,WTO - Waikato,NI ,WKO0331,WKO,,,The landfill gas engine is a Waukesha APG1000 48 liitre V16 operating at 1500RPM.,EA exisiting generating plants (2015),-37.3789,175.6734
tokaanu,Tokaanu,Hydroelectric,Water,,hydrokinetic turbine,,N,240,,60,1.754,4,4 x 60 MW,1973,Operational,,,Tongariro Power Development,1,Genesis,,Genesis,Grid,763,0,Tongariro,Waikato,CEN - Central,NI,TKU0331,TKU,2039,consent expiry,,MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-38.9812,175.7685
norskeskog,TOPP1,Geothermal,Geothermal double flash,,condensed steam turbine (CST),,N,21,,21,,1,1 x 21 MW (inferred from largest unit),2013,Operational,Mechanical draft cooling tower,,,,Ngati Tuwharetoa Geothermal Assets Limited,,Norske Skog Tasman,Embedded,210,,Kawerau,,BOP - Bay of Plenty,NI,KAW0112,KAW,2063,yr built+50,,NZ Geothermal Association (2019),-38.06505,176.721393
,Toronui,Hydroelectric,Water,,hydrokinetic turbine,,N,2.8,,2.8,,1,1 x 2.8 MW,2013,Operational,,,Esk Hydro Scheme,,Trustpower,,Trustpower,Embedded,10,,,,HBY - Hawkes Bay,NI,RDF0331,RDF,,,The Esk scheme consists of two power stations situated on the Esk river in Hawkes Bay. Rimu Power Station has a head of 140 m and uses a maximum flow of one cubic metre a second (m3/s) of water to produce up to 1.4 MW of power. Toronui Power Station has a head of 320 m and uses no more than 1.2 m3/s to produce up to 2.8 MW. While Toronui has a head pond that can store about 4000 cubic metres the scheme is essentially run-of-river.,EA exisiting generating plants (2015),-39.17523982,176.7726928
,Totara Road,Thermal,Unknown,,,,N,0.8,,0.8,0,1,1 x 0.8 MW (inferred as largest unit = cap.),,,,,,,Palmerston North City Council,,Mighty River Power,Embedded,2.3,,,,CEN - Central,NI ,LTN0331,LTN,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-40.38474738,175.5810721
waikaremoana,Tuai,Hydroelectric,Water,,hydrokinetic turbine,,N,60,,20,1.587,3,3 x 20 MW,1929,Operational,,,Waikaremoana Hydro Scheme,2,Genesis,,Genesis,Grid,218,0,Waikaremoana,Hawkes Bay,HBY - Hawkes Bay,NI,TUI1101,TUI,2032,consent expiry,"The Tuai station draws water from the Lake Kaitawa and discharges into the man made Lake Whakamarino. The Waikaremoana Hydro Scheme is located between the remote Te Urewera National Park and Wairoa. The scheme includes the Kaitawa (36MW), Tuai (60MW) and Piripaua (42MW) hydro stations, and is centrally controlled from Tuai. Water from Lake Waikaremoana flows through the Kaitawa power station and into Lake Kaitawa before reaching the Tuai power station. From there it flows into the man-made Lake Whakamarino and through the Piripaua power station, before being released into the Waikaretaheke River and making its way to the sea.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-38.8068,177.1508
,Turitea Hydro,Hydroelectric,Water,,hydrokinetic turbine,,N,0.1,,0.1,,1,1 x 0.1 MW,,,,,,,Palmerston North City Council,,Mercury,Embedded,0.5,,,,CEN - Central,NI,LTN0331,LTN,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-40.28590384,175.5940824
turitea,Turitea Wind Farm,Wind,Wind,,,,N,221.4,,3.69,,60,60 x 3.69 MW,2023,In construction,,,,,Mercury,,Mercury,,,,,,CEN - Central,NI,LTN2201,LTN,2070,Yr built + 50,We [Mercury] are building the New Zealand’s largest wind farm. The Turitea wind farm is located in the Tararua Ranges near Palmerston North. Location estimated.,MBIE Wind generation stack update(2020),-40.42826838,175.6225421
,Wahapo (Okarito Forks),Hydroelectric,Water,,hydrokinetic turbine,,N,3.1,,3.1,,1,1 x 3.1 MW,1960,Operational,,,,,Trustpower,,Trustpower,Partially embedded,14.5,,,,WEC - West Coast,SI,HKK0661,HKK,,,"The Wahapo Power Station, formerly known as the Okarito Forks Power Station, had its beginnings at a public meeting in June 1957, and was commissioned, using a generator set of 250 kw that had been employed at the Homer Tunnel project, in 1960. In late 1991 a new station was comissioned using the natural storage of Lake Wahapo, the station has a rated output of 3,100kw and an average annual output of 14.5Gwh",EA exisiting generating plants (2015),-43.2479738,170.2355849
,Waihi Station,Hydroelectric,Water,,hydrokinetic turbine,,N,4.7,,2.35,,2,2 x 2.35 MW,1913,Operational,,,,,Trustpower,,Trustpower,Embedded,10.4,,,,HBY - Hawkes Bay,NI,WRA0111,WRA,,,,EA exisiting generating plants (2015),-38.92979089,177.1604352
,Waihopai,Hydroelectric,Water,,hydrokinetic turbine,,N,2.5,,2,,2,,1927,Operational,,,,,Trustpower,,Trustpower,Embedded,11.8,,,,NEL - Nelson/Malbourough,SI,BLN0331,BLN,,,"Originally of 1,000 kW capacity, and intended to supply the entire Marlborough province, the Waihopai scheme was expanded to meet growing demand for electricity thorugh the installation of diesel generating sets in 1930 and 1937. Plans to increase capacity during 1943 were blocked due to Government wartime import restrictions. In 1996 a new 2,000 kw generator and turbine were installed to supplement one of the existing 500 kW units. This and other upgrade work has seen the scheme's maximum output increase from 1,000kw to 2,500 kW, with an annual generation output of 11.8 GWh.",EA exisiting generating plants (2015),-41.66446356,173.5746861
waipapa,Waipapa,Hydroelectric,Water,,hydrokinetic turbine,,N,54,,18,0.143,3,3 x 17 MW,1961,Operational,,,Waikato Hydro Scheme,6,Mercury,,Mercury,Grid,242,0,Waikato,Waikato,WTO - Waikato,NI,WPA2201,WKM,2041,consent expiry,"As the smallest power station in the Waikato River hydro system, the role of Waipapa is to supplement the other stations during periods of heavy demand. At these times, the lake level fluctuates over a wide range. On other occasions, Waipapa is required to spill water past the station to accommodate upstream and downstream generation requirements. The volume of water flowing from the Maraetai station upstream, as well as the small reservoir size can create a 'bottleneck' in the Waikato hydro system. Capacity is normally 51MW, although under favourable hydrology conditions this may rise as high as 58.7MW (Mighty River Power website).",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-38.292,175.6835
waipipi,Waipipi Wind Farm,Wind,Wind,,,,N,133.3,,4.3,,31,31 x 4.3 MW,2020,Operational,,,,,Mercury,,Mercury,,,,,,TRN - Taranaki,NI,WVY1101,WVY,2070,Yr built + 50,,MBIE Wind generation stack update(2020),-39.78998535,174.544357
waipori,Waipori 1A,Hydroelectric,Water,,hydrokinetic turbine,,N,10,,10,,1,1 x 10 MW,1983,Operational,,,Waipori Hydro Scheme,1,Trustpower,,Trustpower,Grid,21,0,Waipori,Otago,OTG - Otago/Southland,SI,BWK1101,BWK,2038,consent expiry,"The scheme's development was commenced in 1902 by the Waipori Falls Electric Power Company, which in 1904 was purchased by Dunedin City Council. The first electricity generation occurred in 1907 and development of the hydro capacity of the Waipori River has been ongoing ever since. In 1998 TrustPower acquired the scheme from Dunedin City Council for $70 million. The Waipori hydro scheme is some 30 kilometres inland from Dunedin in the Lammerlaw Range. It comprises four individual dams and power stations that act in sequence with the powerhouses delivering output of 12 MW, 57 MW, 7 MW and 8 MW respectively as water descends down the Waipori River. The scheme is partially grid connected and partially embedded within the local line network. One of the units on the 2A station is switchable between the 33kv system (embedded) and the 110 kv system (31 MW is embedded, 34 MW is grid connected and 19MW can be switched betwen either). Grid connection bus is BWK1101 TRUS GG. Embedded bus is behind HWB0331. CDS output data is believed to be net of some local load.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-45.88154,169.97803
waipori,Waipori 2A,Hydroelectric,Water,,hydrokinetic turbine,,N,58,,20,,3,,1967,Operational,,,Waipori Hydro Scheme,2,Trustpower,,Trustpower,Combination grid/embedded,123,0,Waipori,Otago,OTG - Otago/Southland,SI,"BWK1101, HWB0331",BWK/HWB,2038,consent expiry,"The scheme's development was commenced in 1902 by the Waipori Falls Electric Power Company, which in 1904 was purchased by Dunedin City Council. The first electricity generation occurred in 1907 and development of the hydro capacity of the Waipori River has been ongoing ever since. In 1998 TrustPower acquired the scheme from Dunedin City Council for $70 million. The Waipori hydro scheme is some 30 kilometres inland from Dunedin in the Lammerlaw Range. It comprises four individual dams and power stations that act in sequence with the powerhouses delivering output of 12 MW, 57 MW, 7 MW and 8 MW respectively as water descends down the Waipori River. The scheme is partially grid connected and partially embedded within the local line network. One of the units on the 2A station is switchable between the 33kv system (embedded) and the 110 kv system (31 MW is embedded, 34 MW is grid connected and 19MW can be switched betwen either). Grid connection bus is BWK1101 TRUS GG. Embedded bus is behind HWB0331. CDS output data is believed to be net of some local load.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-45.90549,169.98684
waipori,Waipori 3,Hydroelectric,Water,,hydrokinetic turbine,,N,7.6,,7.6,,1,1 x 7.6 MW,1952,Operational,,,Waipori Hydro Scheme,3,Trustpower,,Trustpower,Grid,16,0,Waipori,Otago,OTG - Otago/Southland,SI,BWK1101,BWK,2038,consent expiry,"The scheme's development was commenced in 1902 by the Waipori Falls Electric Power Company, which in 1904 was purchased by Dunedin City Council. The first electricity generation occurred in 1907 and development of the hydro capacity of the Waipori River has been ongoing ever since. In 1998 TrustPower acquired the scheme from Dunedin City Council for $70 million. The Waipori hydro scheme is some 30 kilometres inland from Dunedin in the Lammerlaw Range. It comprises four individual dams and power stations that act in sequence with the powerhouses delivering output of 12 MW, 57 MW, 7 MW and 8 MW respectively as water descends down the Waipori River. The scheme is partially grid connected and partially embedded within the local line network. One of the units on the 2A station is switchable between the 33kv system (embedded) and the 110 kv system (31 MW is embedded, 34 MW is grid connected and 19MW can be switched betwen either). Grid connection bus is BWK1101 TRUS GG. Embedded bus is behind HWB0331. CDS output data is believed to be net of some local load.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-45.91683,169.99219
waipori,Waipori 4,Hydroelectric,Water,,hydrokinetic turbine,,N,8,,8,,1,1 x 8 MW,1954,Operational,,,Waipori Hydro Scheme,4,Trustpower,,Trustpower,Grid,18,0,Waipori,Otago,OTG - Otago/Southland,SI,BWK1101,BWK,2038,consent expiry,"The scheme's development was commenced in 1902 by the Waipori Falls Electric Power Company, which in 1904 was purchased by Dunedin City Council. The first electricity generation occurred in 1907 and development of the hydro capacity of the Waipori River has been ongoing ever since. In 1998 TrustPower acquired the scheme from Dunedin City Council for $70 million. The Waipori hydro scheme is some 30 kilometres inland from Dunedin in the Lammerlaw Range. It comprises four individual dams and power stations that act in sequence with the powerhouses delivering output of 12 MW, 57 MW, 7 MW and 8 MW respectively as water descends down the Waipori River. The scheme is partially grid connected and partially embedded within the local line network. One of the units on the 2A station is switchable between the 33kv system (embedded) and the 110 kv system (31 MW is embedded, 34 MW is grid connected and 19MW can be switched betwen either). Grid connection bus is BWK1101 TRUS GG. Embedded bus is behind HWB0331. CDS output data is believed to be net of some local load.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-45.92561,170.02108
wairakei,Wairakei (A&B),Geothermal,Geothermal triple flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,193,,,,,,1958,Installed,River,Waikato river,,,Contact Energy,,Contact,Grid,979,,Wairakei-Tauhara,,WTO - Waikato,NI,WRK2201,WRK,2008,yr built+50,"The Wairakei power plant is situated above a large geothermal system containing water at temperatures up to 240°C. Currently, about 5,000 tonnes per hour of fluid is taken from the reservoir. This is separated into roughly 1,500 tonnes per hour of steam and 3,500 tonnes per hour of water at a temperature of about 130°C. Dry steam is also taken from shallow production wells (up to 500 m depth) and piped directly to the turbines. The steam is directed towards the turbines through the network of pipes around the Wairakei steam field. Once steam has passed through the turbines it is condensed within 'direct contact' condensers. This cooling system uses water pumped from the adjacent Waikato River. After use, the cooling water and steam condensate is discharged back into the river. Gases found in the steam supply are pumped from the condenser and released to the air via gas stacks situated on the power station roof. The hot geothermal water is discharged into a system of drains (that lead to the Waikato River), or it is injected back into the ground. The Binary Plant uses heat energy in waste hot water to drive two 8 MW generators. However the binary plant needs about 2MW of power just to run its own pumps and fans so the overall generation is 14MW","NZ Geothermal Association (2019), https://www.power-technology.com/marketdata/wairakei-geothermal-power-plant-new-zealand/ for gen. units and cap. (2021)",-38.62563743,176.103681
wairakei,Wairakei (A&B),Geothermal,Geothermal triple flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,162,5,,,,,1996,Installed,River,Waikato river,,,Contact Energy,,Contact,Grid,,,Wairakei-Tauhara,,WTO - Waikato,NI,WRK2201,WRK,,,,"NZ Geothermal Association (2019), https://www.power-technology.com/marketdata/wairakei-geothermal-power-plant-new-zealand/ for gen. units and cap. (2021)",-38.62563743,176.103681
wairakei,Wairakei (A&B),Geothermal,Geothermal triple flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,157,-36,,,,,1958,Partial decomission,River,Waikato river,,,Contact Energy,,Contact,Grid,,,Wairakei-Tauhara,,WTO - Waikato,NI,WRK2201,WRK,,,"Two turbines were decomissioned in 1982, due to falling reservoir pressure, and then another two were in 2014 ('Contact Energy re-configured the field to better utilise the resource'). https://www.nzgeothermal.org.nz/geothermal-in-nz/nz-geothermal-fields/wairakei/","NZ Geothermal Association (2019), https://www.power-technology.com/marketdata/wairakei-geothermal-power-plant-new-zealand/ for gen. units and cap. (2021)",-38.62563743,176.103681
wairakei,Wairakei (A&B),Geothermal,Geothermal triple flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,132,-30,,,,,2014,Partial decomission,River,Waikato river,,,Contact Energy,,Contact,Grid,,,Wairakei-Tauhara,,WTO - Waikato,NI,WRK2201,WRK,,,"Two turbines were decomissioned in 1982, due to falling reservoir pressure, and then another two were in 2014 ('Contact Energy re-configured the field to better utilise the resource'). https://www.nzgeothermal.org.nz/geothermal-in-nz/nz-geothermal-fields/wairakei/","NZ Geothermal Association (2019), https://www.power-technology.com/marketdata/wairakei-geothermal-power-plant-new-zealand/ for gen. units and cap. (2021)",-38.62563743,176.103681
